,id,breed,price,color,age,zip,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills,gender,inches,lnprice
2610,2000717,Trakehner,7500,Chestnut,8.64109589041096,21012,5,False,True,,,,True,,Mare,54.0,8.92265829952
2611,2000684,Thoroughbred,12500,Bay,7.8054794520547945,48848,5,False,False,False,,,False,,Gelding,67.0,9.43348392329
2612,2000708,Oldenburg,10000,Bay,9.054794520547945,24064,3,False,False,False,,,False,,Gelding,66.0,9.21034037198
2613,2000772,Hanoverian,1,Grey,13.057534246575342,0,8,False,False,False,,,True,Dressage,Mare,62.0,0.0
2614,2000765,Thoroughbred,2000,Grey,13.057534246575342,97392,5,False,False,False,,,False,,Mare,64.0,7.60090245954
2615,2000664,AQHA Quarter Horse,1500,Chestnut,14.728767123287671,97801,5,False,False,False,,,True,,Mare,,7.31322038709
2616,2000519,Draft Horse,6000,Black Bay,17.06027397260274,48103,3,False,True,False,,,False,,Mare,63.0,8.69951474821
2617,1998799,Unknown,4000,Bay,12.057534246575342,95762,4,False,False,False,,,True,,Mare,59.0,8.2940496401
2618,1981857,Lipizzan,15000,Grey,16.564383561643837,97702,5,False,False,False,,,True,Dressage,Mare,69.0,9.61580548008
2619,2000422,Irish Sport Horse,12000,Chestnut,9.054794520547945,37745,3,False,False,False,,,False,,Mare,60.0,9.39266192877
2620,2000426,Irish Sport Horse,8000,Liver Chestnut,1.7205479452054795,37745,3,False,False,False,,,False,,Gelding,58.0,8.98719682066
2621,2000427,Irish Sport Horse,25000,Bay,9.054794520547945,37745,3,False,False,False,,,False,,Gelding,69.0,10.1266311039
2622,2000596,Warmblood Cross,8500,Grey,7.8054794520547945,21756,1,False,True,False,,,False,,Gelding,62.0,9.04782144248
2623,1969744,Thoroughbred,8500,Bay,12.972602739726028,21911,3,False,True,False,,,True,,Gelding,64.0,9.04782144248
2624,2000616,Draft Horse,7500,Bay,7.723287671232876,19344,5,False,True,,,,False,,Mare,64.0,8.92265829952
2625,2000613,Pura Raza Espanola,60000,Chestnut,6.967123287671233,3296,4,False,False,False,,,True,,Stallion,67.0,11.0020998412
2626,1987392,Thoroughbred,25000,Bay,8.054794520547945,19425,2,False,False,False,,,False,,Gelding,57.0,10.1266311039
